Epoch=1, Loss=3.7276, Val_Acc=0.1869
Epoch=92, Loss=0.1091, Val_Acc=0.6757
Epoch=93, Loss=0.1166, Val_Acc=0.6752
Epoch=94, Loss=0.1096, Val_Acc=0.6735
Epoch=95, Loss=0.0996, Val_Acc=0.6799
Epoch=96, Loss=0.1143, Val_Acc=0.6798
Epoch=97, Loss=0.1020, Val_Acc=0.6739
Epoch=98, Loss=0.1101, Val_Acc=0.6719
Epoch=99, Loss=0.1030, Val_Acc=0.6716
Epoch=100, Loss=0.1086, Val_Acc=0.6765
Epoch=101, Loss=0.1055, Val_Acc=0.6824
Epoch=102, Loss=0.0980, Val_Acc=0.6807
Epoch=103, Loss=0.1060, Val_Acc=0.6757
Epoch=104, Loss=0.0996, Val_Acc=0.6790
Epoch=105, Loss=0.1041, Val_Acc=0.6763
Epoch=106, Loss=0.1014, Val_Acc=0.6750
Epoch=107, Loss=0.0975, Val_Acc=0.6717
Epoch=108, Loss=0.0953, Val_Acc=0.6828
Epoch=109, Loss=0.1003, Val_Acc=0.6734
Epoch=110, Loss=0.1024, Val_Acc=0.6758
Epoch=111, Loss=0.0956, Val_Acc=0.6786
Epoch=112, Loss=0.0913, Val_Acc=0.6774
Epoch=113, Loss=0.0966, Val_Acc=0.6784
Epoch=114, Loss=0.0879, Val_Acc=0.6801
Epoch=115, Loss=0.0921, Val_Acc=0.6725
Epoch=116, Loss=0.0998, Val_Acc=0.6838
Epoch=117, Loss=0.0954, Val_Acc=0.6793
Epoch=118, Loss=0.0916, Val_Acc=0.6795
Epoch=119, Loss=0.0923, Val_Acc=0.6790
Epoch=120, Loss=0.0968, Val_Acc=0.6776
Epoch=121, Loss=0.1007, Val_Acc=0.6751
Epoch=122, Loss=0.0852, Val_Acc=0.6811
Epoch=123, Loss=0.0871, Val_Acc=0.6779
Epoch=124, Loss=0.0880, Val_Acc=0.6652
Epoch=125, Loss=0.0917, Val_Acc=0.6766
Epoch=126, Loss=0.0950, Val_Acc=0.6770
Epoch=127, Loss=0.0821, Val_Acc=0.6719
Epoch=128, Loss=0.0884, Val_Acc=0.6739
Epoch=129, Loss=0.0879, Val_Acc=0.6765
Epoch=130, Loss=0.0835, Val_Acc=0.6840
Epoch=131, Loss=0.0777, Val_Acc=0.6811
Epoch=132, Loss=0.0813, Val_Acc=0.6860
Epoch=133, Loss=0.0897, Val_Acc=0.6794
Epoch=134, Loss=0.0884, Val_Acc=0.6823
Epoch=135, Loss=0.0801, Val_Acc=0.6831
Epoch=136, Loss=0.0816, Val_Acc=0.6841
Epoch=137, Loss=0.0860, Val_Acc=0.6781
Epoch=138, Loss=0.0830, Val_Acc=0.6832
Epoch=139, Loss=0.0779, Val_Acc=0.6829
Epoch=140, Loss=0.0866, Val_Acc=0.6834
Epoch=141, Loss=0.0866, Val_Acc=0.6748
Epoch=142, Loss=0.0825, Val_Acc=0.6815
Epoch=143, Loss=0.0724, Val_Acc=0.6801
Epoch=144, Loss=0.0831, Val_Acc=0.6768
Epoch=145, Loss=0.0880, Val_Acc=0.6713
Epoch=146, Loss=0.0838, Val_Acc=0.6788
Epoch=147, Loss=0.0787, Val_Acc=0.6830
Epoch=148, Loss=0.0784, Val_Acc=0.6732
Epoch=149, Loss=0.0860, Val_Acc=0.6780
Epoch=150, Loss=0.0840, Val_Acc=0.6767
Epoch=151, Loss=0.0744, Val_Acc=0.6825
Epoch=152, Loss=0.0760, Val_Acc=0.6805
Epoch=153, Loss=0.0748, Val_Acc=0.6799
Epoch=154, Loss=0.0740, Val_Acc=0.6827
Epoch=155, Loss=0.0780, Val_Acc=0.6818
Epoch=156, Loss=0.0843, Val_Acc=0.6855
Epoch=157, Loss=0.0683, Val_Acc=0.6834
Epoch=158, Loss=0.0724, Val_Acc=0.6789
Epoch=159, Loss=0.0811, Val_Acc=0.6846
Epoch=160, Loss=0.0767, Val_Acc=0.6738
Epoch=161, Loss=0.0784, Val_Acc=0.6803
Epoch=162, Loss=0.0722, Val_Acc=0.6860
Epoch=163, Loss=0.0799, Val_Acc=0.6805
Epoch=164, Loss=0.0738, Val_Acc=0.6893
Epoch=165, Loss=0.0808, Val_Acc=0.6759
Epoch=166, Loss=0.0763, Val_Acc=0.6861
Epoch=167, Loss=0.0714, Val_Acc=0.6887
Epoch=168, Loss=0.0719, Val_Acc=0.6846
Epoch=169, Loss=0.0797, Val_Acc=0.6831
Epoch=170, Loss=0.0710, Val_Acc=0.6802
Epoch=171, Loss=0.0701, Val_Acc=0.6766
Epoch=172, Loss=0.0771, Val_Acc=0.6780
Epoch=173, Loss=0.0712, Val_Acc=0.6854
Epoch=174, Loss=0.0749, Val_Acc=0.6854
Epoch=175, Loss=0.0674, Val_Acc=0.6814
Epoch=176, Loss=0.0766, Val_Acc=0.6840
Epoch=177, Loss=0.0668, Val_Acc=0.6795
Epoch=178, Loss=0.0700, Val_Acc=0.6822
Epoch=179, Loss=0.0711, Val_Acc=0.6837
Epoch=180, Loss=0.0776, Val_Acc=0.6843
Epoch=181, Loss=0.0736, Val_Acc=0.6799
Epoch=182, Loss=0.0747, Val_Acc=0.6773
Epoch=183, Loss=0.0690, Val_Acc=0.6837
Epoch=184, Loss=0.0700, Val_Acc=0.6817
Epoch=185, Loss=0.0675, Val_Acc=0.6821
Epoch=186, Loss=0.0739, Val_Acc=0.6860
Epoch=187, Loss=0.0705, Val_Acc=0.6784
Epoch=188, Loss=0.0664, Val_Acc=0.6809
Epoch=189, Loss=0.0670, Val_Acc=0.6829
Epoch=190, Loss=0.0625, Val_Acc=0.6817
Epoch=191, Loss=0.0753, Val_Acc=0.6825
Epoch=192, Loss=0.0719, Val_Acc=0.6769
Epoch=193, Loss=0.0725, Val_Acc=0.6865
Epoch=194, Loss=0.0667, Val_Acc=0.6829
Epoch=195, Loss=0.0670, Val_Acc=0.6847
Epoch=196, Loss=0.0666, Val_Acc=0.6860
Epoch=197, Loss=0.0715, Val_Acc=0.6772
Epoch=198, Loss=0.0743, Val_Acc=0.6827
Epoch=199, Loss=0.0615, Val_Acc=0.6880
Epoch=200, Loss=0.0655, Val_Acc=0.6839
